index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
1352,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Isaac Netero,Zero Hand Active,17.02,1.0
1353,Megumi Fushiguro,Mahoraga,15.12,Isaac Netero,Zero Hand Active,17.02,0.0
1354,Gohan,Beast Form / Super Hero Arc,97.0,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
1355,Satoru Gojo,Shinjuku Showdown Arc,17.02,Killua Zoldyck,Godspeed,13.0,1.0
1356,Satoru Gojo,Shinjuku Showdown Arc,17.02,Hulk,Devil Hulk (Comics),94.5,0.0
1357,All For One,Rewind Drug / Omni-Factor,24.12,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
1358,Frieza,Black Frieza Form,97.0,Hulk,Devil Hulk (Comics),94.5,1.0
1359,Meliodas,True Magic Form,57.8,Supreme Deity,Full Power,51.38,0.0
1360,Toji Fushiguro,Peak Form,15.12,Obito Uchiha,Jubi Jinchuriki,31.33,0.0
1361,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Meliodas,True Magic Form,57.8,0.0
1362,Mahito,True form,12.12,Frieza,Black Frieza Form,97.0,0.0
1363,Nanami Kento,Shibuya Incident Peak,12.12,Yami Sukehiro,Death Thrust / Final War,27.18,0.0
1364,Toji Fushiguro,Peak Form,15.12,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
1365,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
1366,Piccolo,Orange Form / Super Hero Arc,97.0,Chaos,Primordial Entity,96.0,0.0
1367,Star and Stripe,New Order Active,24.12,Hisoka Morow,Ryu and Ko,13.0,1.0
1368,Sasuke Uchiha,New Era / Susano'o,34.7,Ban,Post-Purgatory with Snatch,57.8,0.0
1369,Naruto Uzumaki,Baryon Mode,51.38,Feitan Portor,Pain Packer,13.0,1.0
1370,Frieza,Black Frieza Form,97.0,Atom Eve,Second Resurrection (Comics),31.33,1.0
1371,Piccolo,Orange Form / Super Hero Arc,97.0,Diane,Post-Training / Gideon,51.38,1.0
1372,Cell,Perfect Form,51.38,Chaos,Primordial Entity,96.0,1.0
1373,Itachi Uchiha,Edo Tensei,24.12,Gohan,Beast Form / Super Hero Arc,97.0,0.0
1374,Itachi Uchiha,Edo Tensei,24.12,Asta,Perfect Devil Union / Zetten,31.33,0.0
1375,Megumi Fushiguro,Mahoraga,15.12,Krillin,Super Hero Arc / Destructo Disc,97.0,0.0
1376,Muzan,True Form,16.92,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,1.0
1377,Nanami Kento,Shibuya Incident Peak,12.12,Atom Eve,Second Resurrection (Comics),31.33,0.0
1378,Chaos,Primordial Entity,96.0,Allen the Alien,Second Evolution (Comics),32.9,1.0
1379,Yuno,Spirit of Zephyr / Spirit Dive,29.68,Diane,Post-Training / Gideon,51.38,1.0
1380,Lucifero,True Form,27.18,Ban,Post-Purgatory with Snatch,57.8,1.0
1381,Isaac Netero,Zero Hand Active,17.02,Meliodas,True Magic Form,57.8,0.0
1382,Shoto Todoroki,Flashfreeze Heatwave,23.04,Julius Novachrono,Wizard King Peak,19.94,0.0
1383,Satoru Gojo,Shinjuku Showdown Arc,17.02,Meliodas,True Magic Form,57.8,0.0
1384,Kurapika,Yorknew City Arc / Emperor Time,12.12,Allen the Alien,Second Evolution (Comics),32.9,0.0
1385,Minato Namikaze,Edo Tensei,27.18,Gowther,Emotions Restored,51.38,0.0
1386,Killua Zoldyck,Godspeed,13.0,Diane,Post-Training / Gideon,51.38,0.0
1387,Might Guy,Eight Gates,33.3,Supreme Deity,Full Power,51.38,0.0
1388,Mahito,True form,12.12,Lucifero,True Form,27.18,0.0
1389,Goku,MUI (Perfected Ultra Instinct),97.0,Julius Novachrono,Wizard King Peak,19.94,1.0
1390,Hashirama Senju,Sage Mode / War Arc,29.59,Atom Eve,Second Resurrection (Comics),31.33,0.0
1391,Chaos,Primordial Entity,96.0,Battle Beast,Final Battle Peak (Comics),36.02,1.0
1392,Piccolo,Orange Form / Super Hero Arc,97.0,Yami Sukehiro,Death Thrust / Final War,27.18,1.0
1393,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Feitan Portor,Pain Packer,13.0,1.0
1394,Satoru Gojo,Shinjuku Showdown Arc,17.02,Might Guy,Eight Gates,33.3,0.0
1395,Might Guy,Eight Gates,33.3,Yuno,Spirit of Zephyr / Spirit Dive,29.68,1.0
1396,Itachi Uchiha,Edo Tensei,24.12,Hashirama Senju,Sage Mode / War Arc,29.59,0.0
1397,Asta,Perfect Devil Union / Zetten,31.33,Estarossa,Post-Commandment Absorption,51.38,1.0
1398,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,Isaac Netero,Zero Hand Active,17.02,0.0
1399,Nanami Kento,Shibuya Incident Peak,12.12,Chaos,Primordial Entity,96.0,0.0
