index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
1027,Muzan,True Form,16.92,Hashirama Senju,Sage Mode / War Arc,29.59,0.0
1028,Obito Uchiha,Jubi Jinchuriki,31.33,Feitan Portor,Pain Packer,13.0,1.0
1029,Itachi Uchiha,Edo Tensei,24.12,Shoto Todoroki,Flashfreeze Heatwave,23.04,1.0
1030,Sasuke Uchiha,New Era / Susano'o,34.7,Frieza,Black Frieza Form,97.0,0.0
1031,Naruto Uzumaki,Baryon Mode,51.38,Ban,Post-Purgatory with Snatch,57.8,1.0
1032,Yami Sukehiro,Death Thrust / Final War,27.18,Invincible,Post-Resurrections (Comics),36.02,0.0
1033,Megumi Fushiguro,Mahoraga,15.12,Invincible,Post-Resurrections (Comics),36.02,0.0
1034,Geto Suguru,Curse Manipulation / Adult,15.12,Piccolo,Orange Form / Super Hero Arc,97.0,0.0
1035,Yami Sukehiro,Death Thrust / Final War,27.18,Allen the Alien,Second Evolution (Comics),32.9,0.0
1036,Might Guy,Eight Gates,33.3,Thragg,Post-Timeskip (Comics),36.02,0.0
1037,Meruem,Post-Rose / Great King,18.12,Invincible,Post-Resurrections (Comics),36.02,0.0
1038,Omni-Man,Final Battle Peak (Comics),31.33,Homelander,V1 (Comics),8.17,1.0
1039,Naruto Uzumaki,Baryon Mode,51.38,Tomura Shigaraki,Post-Surgery / Complete,25.77,1.0
1040,Frieza,Black Frieza Form,97.0,Yami Sukehiro,Death Thrust / Final War,27.18,1.0
1041,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Gowther,Emotions Restored,51.38,0.0
1042,Yami Sukehiro,Death Thrust / Final War,27.18,Adult Gon,Adult Form,17.02,0.0
1043,Ryomen Sukuna,True Form / Full Power,17.02,Hulk,Devil Hulk (Comics),94.5,0.0
1044,Muzan,True Form,16.92,Shoto Todoroki,Flashfreeze Heatwave,23.04,1.0
1045,Megumi Fushiguro,Mahoraga,15.12,Toji Fushiguro,Peak Form,15.12,0.0
1046,Ryomen Sukuna,True Form / Full Power,17.02,King,Full Wings / Form One,57.8,0.0
1047,Adult Gon,Adult Form,17.02,Killua Zoldyck,Godspeed,13.0,1.0
1048,Mahito,True form,12.12,Might Guy,Eight Gates,33.3,0.0
1049,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,Atom Eve,Second Resurrection (Comics),31.33,0.0
1050,Nanami Kento,Shibuya Incident Peak,12.12,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,0.0
1051,Star and Stripe,New Order Active,24.12,Invincible,Post-Resurrections (Comics),36.02,0.0
1052,Ryomen Sukuna,True Form / Full Power,17.02,Nanami Kento,Shibuya Incident Peak,12.12,1.0
1053,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Feitan Portor,Pain Packer,13.0,1.0
1054,Satoru Gojo,Shinjuku Showdown Arc,17.02,Gon Freecss,Ryu and Ko,13.0,1.0
1055,Meliodas,True Magic Form,57.8,Zeldris,3rd Demon Mark,57.8,1.0
1056,Itachi Uchiha,Edo Tensei,24.12,Feitan Portor,Pain Packer,13.0,0.0
1057,Lucifero,True Form,27.18,Merlin,Infinity Active,57.8,0.0
1058,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Thragg,Post-Timeskip (Comics),36.02,0.0
1059,Thragg,Post-Timeskip (Comics),36.02,Thor,Rune King Thor (Comics),99.25,0.0
1060,Obito Uchiha,Jubi Jinchuriki,31.33,Chaos,Primordial Entity,96.0,0.0
1061,Tomura Shigaraki,Post-Surgery / Complete,25.77,Kurapika,Yorknew City Arc / Emperor Time,12.12,1.0
1062,Goku,MUI (Perfected Ultra Instinct),97.0,Invincible,Post-Resurrections (Comics),36.02,1.0
1063,Julius Novachrono,Wizard King Peak,19.94,Meliodas,True Magic Form,57.8,0.0
1064,Nanami Kento,Shibuya Incident Peak,12.12,Meruem,Post-Rose / Great King,18.12,0.0
1065,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Asta,Perfect Devil Union / Zetten,31.33,0.0
1066,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Thragg,Post-Timeskip (Comics),36.02,0.0
1067,Muzan,True Form,16.92,Obito Uchiha,Jubi Jinchuriki,31.33,0.0
1068,Sasuke Uchiha,New Era / Susano'o,34.7,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,0.0
1069,Naruto Uzumaki,Baryon Mode,51.38,Chaos,Primordial Entity,96.0,0.0
1070,Ryomen Sukuna,True Form / Full Power,17.02,Ban,Post-Purgatory with Snatch,57.8,0.0
1071,King,Full Wings / Form One,57.8,Thor,Rune King Thor (Comics),99.25,0.0
1072,Lucifero,True Form,27.18,Omni-Man,Final Battle Peak (Comics),31.33,1.0
1073,Meruem,Post-Rose / Great King,18.12,Supreme Deity,Full Power,51.38,0.0
1074,Piccolo,Orange Form / Super Hero Arc,97.0,Invincible,Post-Resurrections (Comics),36.02,1.0
1075,Ban,Post-Purgatory with Snatch,57.8,Allen the Alien,Second Evolution (Comics),32.9,0.0
1076,Frieza,Black Frieza Form,97.0,Killua Zoldyck,Godspeed,13.0,1.0
1077,Sasuke Uchiha,New Era / Susano'o,34.7,Thragg,Post-Timeskip (Comics),36.02,0.0
1078,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Ban,Post-Purgatory with Snatch,57.8,1.0
1079,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,Ban,Post-Purgatory with Snatch,57.8,0.0
1080,Piccolo,Orange Form / Super Hero Arc,97.0,Omni-Man,Final Battle Peak (Comics),31.33,1.0
1081,Hashirama Senju,Sage Mode / War Arc,29.59,Supreme Deity,Full Power,51.38,0.0
1082,Ryomen Sukuna,True Form / Full Power,17.02,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
1083,Nanami Kento,Shibuya Incident Peak,12.12,Naruto Uzumaki,Baryon Mode,51.38,0.0
1084,Ryomen Sukuna,True Form / Full Power,17.02,Hisoka Morow,Ryu and Ko,13.0,1.0
1085,Mahito,True form,12.12,Gowther,Emotions Restored,51.38,0.0
1086,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Adult Gon,Adult Form,17.02,1.0
1087,Asta,Perfect Devil Union / Zetten,31.33,Allen the Alien,Second Evolution (Comics),32.9,0.0
1088,Merlin,Infinity Active,57.8,Gowther,Emotions Restored,51.38,1.0
1089,Obito Uchiha,Jubi Jinchuriki,31.33,Homelander,V1 (Comics),8.17,1.0
1090,Nanami Kento,Shibuya Incident Peak,12.12,Supreme Deity,Full Power,51.38,0.0
1091,Toji Fushiguro,Peak Form,15.12,King,Full Wings / Form One,57.8,0.0
1092,Meliodas,True Magic Form,57.8,Ban,Post-Purgatory with Snatch,57.8,1.0
1093,Mahito,True form,12.12,Allen the Alien,Second Evolution (Comics),32.9,0.0
1094,Mahito,True form,12.12,Supreme Deity,Full Power,51.38,0.0
1095,Goku,MUI (Perfected Ultra Instinct),97.0,Gowther,Emotions Restored,51.38,1.0
1096,Tomura Shigaraki,Post-Surgery / Complete,25.77,Escanor,The One Ultimate,57.8,0.0
1097,Mahito,True form,12.12,Thor,Rune King Thor (Comics),99.25,0.0
1098,Hisoka Morow,Ryu and Ko,13.0,Meliodas,True Magic Form,57.8,0.0
1099,Cell,Perfect Form,51.38,Gowther,Emotions Restored,51.38,1.0
