index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
1221,Satoru Gojo,Shinjuku Showdown Arc,17.02,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,1.0
1222,Ryomen Sukuna,True Form / Full Power,17.02,Lucifero,True Form,27.18,0.0
1223,Feitan Portor,Pain Packer,13.0,Chrollo Lucilfer,Skill Hunter Peak,13.0,0.0
1224,Adult Gon,Adult Form,17.02,Invincible,Post-Resurrections (Comics),36.02,0.0
1225,Itachi Uchiha,Edo Tensei,24.12,Minato Namikaze,Edo Tensei,27.18,0.0
1226,Julius Novachrono,Wizard King Peak,19.94,Feitan Portor,Pain Packer,13.0,1.0
1227,Naruto Uzumaki,Baryon Mode,51.38,Merlin,Infinity Active,57.8,0.0
1228,Naruto Uzumaki,Baryon Mode,51.38,Adult Gon,Adult Form,17.02,1.0
1229,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Atom Eve,Second Resurrection (Comics),31.33,1.0
1230,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Tomura Shigaraki,Post-Surgery / Complete,25.77,1.0
1231,Piccolo,Orange Form / Super Hero Arc,97.0,Gon Freecss,Ryu and Ko,13.0,1.0
1232,Ryomen Sukuna,True Form / Full Power,17.02,Killua Zoldyck,Godspeed,13.0,1.0
1233,Ryomen Sukuna,True Form / Full Power,17.02,Julius Novachrono,Wizard King Peak,19.94,0.0
1234,Sasuke Uchiha,New Era / Susano'o,34.7,Thor,Rune King Thor (Comics),99.25,0.0
1235,Yami Sukehiro,Death Thrust / Final War,27.18,Diane,Post-Training / Gideon,51.38,1.0
1236,Might Guy,Eight Gates,33.3,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,1.0
1237,Naruto Uzumaki,Baryon Mode,51.38,Katsuki Bakugo,Cluster / Plus Ultra,23.04,1.0
1238,Frieza,Black Frieza Form,97.0,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,1.0
1239,Yami Sukehiro,Death Thrust / Final War,27.18,Thragg,Post-Timeskip (Comics),36.02,0.0
1240,Geto Suguru,Curse Manipulation / Adult,15.12,Ban,Post-Purgatory with Snatch,57.8,0.0
1241,Nanami Kento,Shibuya Incident Peak,12.12,Lucifero,True Form,27.18,0.0
1242,Muzan,True Form,16.92,Omni-Man,Final Battle Peak (Comics),31.33,0.0
1243,Diane,Post-Training / Gideon,51.38,Supreme Deity,Full Power,51.38,0.0
1244,Kurapika,Yorknew City Arc / Emperor Time,12.12,Escanor,The One Ultimate,57.8,0.0
1245,Battle Beast,Final Battle Peak (Comics),36.02,Invincible,Post-Resurrections (Comics),36.02,0.0
1246,Meruem,Post-Rose / Great King,18.12,Isaac Netero,Zero Hand Active,17.02,1.0
1247,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Merlin,Infinity Active,57.8,1.0
1248,King,Full Wings / Form One,57.8,Homelander,V1 (Comics),8.17,1.0
1249,Yami Sukehiro,Death Thrust / Final War,27.18,Escanor,The One Ultimate,57.8,0.0
1250,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Asta,Perfect Devil Union / Zetten,31.33,0.0
1251,Naruto Uzumaki,Baryon Mode,51.38,Might Guy,Eight Gates,33.3,1.0
1252,Ryomen Sukuna,True Form / Full Power,17.02,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,1.0
1253,Shoto Todoroki,Flashfreeze Heatwave,23.04,Yuno,Spirit of Zephyr / Spirit Dive,29.68,0.0
1254,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Katsuki Bakugo,Cluster / Plus Ultra,23.04,1.0
1255,Sasuke Uchiha,New Era / Susano'o,34.7,Minato Namikaze,Edo Tensei,27.18,1.0
1256,Kurapika,Yorknew City Arc / Emperor Time,12.12,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
1257,All For One,Rewind Drug / Omni-Factor,24.12,Feitan Portor,Pain Packer,13.0,1.0
1258,Adult Gon,Adult Form,17.02,Escanor,The One Ultimate,57.8,0.0
1259,Muzan,True Form,16.92,Asta,Perfect Devil Union / Zetten,31.33,0.0
1260,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Hulk,Devil Hulk (Comics),94.5,1.0
1261,Satoru Gojo,Shinjuku Showdown Arc,17.02,Isaac Netero,Zero Hand Active,17.02,1.0
1262,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,0.0
1263,Shoto Todoroki,Flashfreeze Heatwave,23.04,Zeldris,3rd Demon Mark,57.8,0.0
1264,Hulk,Devil Hulk (Comics),94.5,Homelander,V1 (Comics),8.17,1.0
1265,Toji Fushiguro,Peak Form,15.12,Kurapika,Yorknew City Arc / Emperor Time,12.12,0.0
1266,All For One,Rewind Drug / Omni-Factor,24.12,Thragg,Post-Timeskip (Comics),36.02,0.0
1267,Meruem,Post-Rose / Great King,18.12,Zeldris,3rd Demon Mark,57.8,1.0
1268,Lucifero,True Form,27.18,Gon Freecss,Ryu and Ko,13.0,1.0
1269,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,1.0
1270,Sasuke Uchiha,New Era / Susano'o,34.7,Isaac Netero,Zero Hand Active,17.02,1.0
1271,Star and Stripe,New Order Active,24.12,Isaac Netero,Zero Hand Active,17.02,1.0
1272,All Might,Prime,27.18,Piccolo,Orange Form / Super Hero Arc,97.0,0.0
1273,Asta,Perfect Devil Union / Zetten,31.33,Ban,Post-Purgatory with Snatch,57.8,0.0
1274,Megumi Fushiguro,Mahoraga,15.12,Battle Beast,Final Battle Peak (Comics),36.02,0.0
1275,Yuno,Spirit of Zephyr / Spirit Dive,29.68,Zeldris,3rd Demon Mark,57.8,0.0
1276,Piccolo,Orange Form / Super Hero Arc,97.0,Lucifero,True Form,27.18,1.0
1277,Nanami Kento,Shibuya Incident Peak,12.12,Battle Beast,Final Battle Peak (Comics),36.02,0.0
1278,Krillin,Super Hero Arc / Destructo Disc,97.0,Ban,Post-Purgatory with Snatch,57.8,0.0
1279,Geto Suguru,Curse Manipulation / Adult,15.12,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
1280,Itachi Uchiha,Edo Tensei,24.12,Adult Gon,Adult Form,17.02,0.0
1281,Sasuke Uchiha,New Era / Susano'o,34.7,Allen the Alien,Second Evolution (Comics),32.9,0.0
1282,Tomura Shigaraki,Post-Surgery / Complete,25.77,Goku,MUI (Perfected Ultra Instinct),97.0,0.0
1283,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,King,Full Wings / Form One,57.8,0.0
1284,Frieza,Black Frieza Form,97.0,Battle Beast,Final Battle Peak (Comics),36.02,1.0
1285,Kurapika,Yorknew City Arc / Emperor Time,12.12,Zeldris,3rd Demon Mark,57.8,0.0
1286,Estarossa,Post-Commandment Absorption,51.38,Atom Eve,Second Resurrection (Comics),31.33,0.0
1287,Goku,MUI (Perfected Ultra Instinct),97.0,Merlin,Infinity Active,57.8,1.0
1288,Ryomen Sukuna,True Form / Full Power,17.02,Geto Suguru,Curse Manipulation / Adult,15.12,1.0
1289,Krillin,Super Hero Arc / Destructo Disc,97.0,Hisoka Morow,Ryu and Ko,13.0,1.0
1290,Geto Suguru,Curse Manipulation / Adult,15.12,Krillin,Super Hero Arc / Destructo Disc,97.0,0.0
1291,Geto Suguru,Curse Manipulation / Adult,15.12,Minato Namikaze,Edo Tensei,27.18,0.0
1292,Geto Suguru,Curse Manipulation / Adult,15.12,All For One,Rewind Drug / Omni-Factor,24.12,0.0
1293,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Isaac Netero,Zero Hand Active,17.02,1.0
1294,All For One,Rewind Drug / Omni-Factor,24.12,Supreme Deity,Full Power,51.38,0.0
1295,Geto Suguru,Curse Manipulation / Adult,15.12,Toji Fushiguro,Peak Form,15.12,0.0
1296,Satoru Gojo,Shinjuku Showdown Arc,17.02,Goku,MUI (Perfected Ultra Instinct),97.0,0.0
1297,Yami Sukehiro,Death Thrust / Final War,27.18,Meruem,Post-Rose / Great King,18.12,0.0
1298,Thragg,Post-Timeskip (Comics),36.02,Battle Beast,Final Battle Peak (Comics),36.02,0.0
1299,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Katsuki Bakugo,Cluster / Plus Ultra,23.04,1.0
