index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
985,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,Hulk,Devil Hulk (Comics),94.5,0.0
986,Hashirama Senju,Sage Mode / War Arc,29.59,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,1.0
987,Satoru Gojo,Shinjuku Showdown Arc,17.02,Atom Eve,Second Resurrection (Comics),31.33,0.0
988,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Might Guy,Eight Gates,33.3,1.0
989,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Adult Gon,Adult Form,17.02,1.0
990,Meruem,Post-Rose / Great King,18.12,Allen the Alien,Second Evolution (Comics),32.9,0.0
991,Sasuke Uchiha,New Era / Susano'o,34.7,Yuno,Spirit of Zephyr / Spirit Dive,29.68,0.0
992,Hisoka Morow,Ryu and Ko,13.0,Chaos,Primordial Entity,96.0,0.0
993,Megumi Fushiguro,Mahoraga,15.12,Chaos,Primordial Entity,96.0,0.0
994,Gohan,Beast Form / Super Hero Arc,97.0,Ban,Post-Purgatory with Snatch,57.8,1.0
995,Estarossa,Post-Commandment Absorption,51.38,Thor,Rune King Thor (Comics),99.25,0.0
996,Muzan,True Form,16.92,Itachi Uchiha,Edo Tensei,24.12,1.0
997,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Mahito,True form,12.12,1.0
998,King,Full Wings / Form One,57.8,Battle Beast,Final Battle Peak (Comics),36.02,0.0
999,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Lucifero,True Form,27.18,0.0
