index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
2153,Julius Novachrono,Wizard King Peak,19.94,Hisoka Morow,Ryu and Ko,13.0,1.0
2154,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Chrollo Lucilfer,Skill Hunter Peak,13.0,0.0
2155,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Estarossa,Post-Commandment Absorption,51.38,0.0
2156,Hashirama Senju,Sage Mode / War Arc,29.59,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,1.0
2157,Obito Uchiha,Jubi Jinchuriki,31.33,Zeldris,3rd Demon Mark,57.8,1.0
2158,Gon Freecss,Ryu and Ko,13.0,Battle Beast,Final Battle Peak (Comics),36.02,0.0
2159,Gohan,Beast Form / Super Hero Arc,97.0,Homelander,V1 (Comics),8.17,1.0
2160,Sasuke Uchiha,New Era / Susano'o,34.7,Hashirama Senju,Sage Mode / War Arc,29.59,0.0
2161,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Adult Gon,Adult Form,17.02,1.0
2162,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Yuno,Spirit of Zephyr / Spirit Dive,29.68,1.0
2163,Muzan,True Form,16.92,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
2164,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Yami Sukehiro,Death Thrust / Final War,27.18,0.0
2165,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Ban,Post-Purgatory with Snatch,57.8,0.0
2166,Obito Uchiha,Jubi Jinchuriki,31.33,All Might,Prime,27.18,1.0
2167,Itachi Uchiha,Edo Tensei,24.12,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
2168,Gowther,Emotions Restored,51.38,Chaos,Primordial Entity,96.0,0.0
2169,Satoru Gojo,Shinjuku Showdown Arc,17.02,Nanami Kento,Shibuya Incident Peak,12.12,1.0
2170,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,Meliodas,True Magic Form,57.8,0.0
2171,Asta,Perfect Devil Union / Zetten,31.33,Atom Eve,Second Resurrection (Comics),31.33,0.0
2172,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,0.0
2173,All For One,Rewind Drug / Omni-Factor,24.12,Gohan,Beast Form / Super Hero Arc,97.0,0.0
2174,Hashirama Senju,Sage Mode / War Arc,29.59,Feitan Portor,Pain Packer,13.0,1.0
2175,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Gon Freecss,Ryu and Ko,13.0,1.0
2176,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Gohan,Beast Form / Super Hero Arc,97.0,1.0
2177,Obito Uchiha,Jubi Jinchuriki,31.33,Katsuki Bakugo,Cluster / Plus Ultra,23.04,1.0
2178,Toji Fushiguro,Peak Form,15.12,Merlin,Infinity Active,57.8,0.0
2179,Geto Suguru,Curse Manipulation / Adult,15.12,Katsuki Bakugo,Cluster / Plus Ultra,23.04,1.0
2180,Frieza,Black Frieza Form,97.0,Hisoka Morow,Ryu and Ko,13.0,1.0
2181,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Omni-Man,Final Battle Peak (Comics),31.33,0.0
2182,Piccolo,Orange Form / Super Hero Arc,97.0,Julius Novachrono,Wizard King Peak,19.94,1.0
2183,Diane,Post-Training / Gideon,51.38,Battle Beast,Final Battle Peak (Comics),36.02,0.0
2184,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Escanor,The One Ultimate,57.8,0.0
2185,Meliodas,True Magic Form,57.8,Atom Eve,Second Resurrection (Comics),31.33,0.0
2186,Feitan Portor,Pain Packer,13.0,Isaac Netero,Zero Hand Active,17.02,0.0
2187,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Gowther,Emotions Restored,51.38,1.0
2188,Geto Suguru,Curse Manipulation / Adult,15.12,Meliodas,True Magic Form,57.8,0.0
2189,Yuno,Spirit of Zephyr / Spirit Dive,29.68,Isaac Netero,Zero Hand Active,17.02,1.0
2190,Satoru Gojo,Shinjuku Showdown Arc,17.02,Gowther,Emotions Restored,51.38,1.0
2191,Muzan,True Form,16.92,Sasuke Uchiha,New Era / Susano'o,34.7,0.0
2192,Itachi Uchiha,Edo Tensei,24.12,Thor,Rune King Thor (Comics),99.25,0.0
2193,Gohan,Beast Form / Super Hero Arc,97.0,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,1.0
2194,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Julius Novachrono,Wizard King Peak,19.94,0.0
2195,All For One,Rewind Drug / Omni-Factor,24.12,Lucifero,True Form,27.18,0.0
2196,Gohan,Beast Form / Super Hero Arc,97.0,Omni-Man,Final Battle Peak (Comics),31.33,0.0
2197,Gohan,Beast Form / Super Hero Arc,97.0,Gon Freecss,Ryu and Ko,13.0,1.0
2198,Naruto Uzumaki,Baryon Mode,51.38,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,0.0
2199,Satoru Gojo,Shinjuku Showdown Arc,17.02,Diane,Post-Training / Gideon,51.38,1.0
