index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
1554,Shoto Todoroki,Flashfreeze Heatwave,23.04,Yami Sukehiro,Death Thrust / Final War,27.18,0.0
1555,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Thor,Rune King Thor (Comics),99.25,0.0
1556,Nanami Kento,Shibuya Incident Peak,12.12,Might Guy,Eight Gates,33.3,0.0
1557,Killua Zoldyck,Godspeed,13.0,Allen the Alien,Second Evolution (Comics),32.9,0.0
1558,Gon Freecss,Ryu and Ko,13.0,Feitan Portor,Pain Packer,13.0,1.0
1559,All Might,Prime,27.18,Frieza,Black Frieza Form,97.0,0.0
1560,Julius Novachrono,Wizard King Peak,19.94,Adult Gon,Adult Form,17.02,1.0
1561,Star and Stripe,New Order Active,24.12,Estarossa,Post-Commandment Absorption,51.38,0.0
1562,All Might,Prime,27.18,Diane,Post-Training / Gideon,51.38,0.0
1563,Zeldris,3rd Demon Mark,57.8,Battle Beast,Final Battle Peak (Comics),36.02,0.0
1564,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Diane,Post-Training / Gideon,51.38,1.0
1565,Frieza,Black Frieza Form,97.0,Feitan Portor,Pain Packer,13.0,1.0
1566,Muzan,True Form,16.92,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,0.0
1567,Mahito,True form,12.12,Thragg,Post-Timeskip (Comics),36.02,0.0
1568,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,1.0
1569,Meruem,Post-Rose / Great King,18.12,Meliodas,True Magic Form,57.8,0.0
1570,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Piccolo,Orange Form / Super Hero Arc,97.0,1.0
1571,Shoto Todoroki,Flashfreeze Heatwave,23.04,Tomura Shigaraki,Post-Surgery / Complete,25.77,0.0
1572,Obito Uchiha,Jubi Jinchuriki,31.33,Omni-Man,Final Battle Peak (Comics),31.33,0.0
1573,Goku,MUI (Perfected Ultra Instinct),97.0,Estarossa,Post-Commandment Absorption,51.38,1.0
1574,Chaos,Primordial Entity,96.0,Supreme Deity,Full Power,51.38,0.0
1575,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Gon Freecss,Ryu and Ko,13.0,1.0
1576,Meliodas,True Magic Form,57.8,Thor,Rune King Thor (Comics),99.25,0.0
1577,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Star and Stripe,New Order Active,24.12,1.0
1578,Frieza,Black Frieza Form,97.0,Allen the Alien,Second Evolution (Comics),32.9,1.0
1579,Gohan,Beast Form / Super Hero Arc,97.0,Supreme Deity,Full Power,51.38,0.0
1580,Obito Uchiha,Jubi Jinchuriki,31.33,Gon Freecss,Ryu and Ko,13.0,1.0
1581,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Julius Novachrono,Wizard King Peak,19.94,1.0
1582,Nanami Kento,Shibuya Incident Peak,12.12,Chrollo Lucilfer,Skill Hunter Peak,13.0,0.0
1583,Geto Suguru,Curse Manipulation / Adult,15.12,Obito Uchiha,Jubi Jinchuriki,31.33,0.0
1584,Asta,Perfect Devil Union / Zetten,31.33,Feitan Portor,Pain Packer,13.0,1.0
1585,Megumi Fushiguro,Mahoraga,15.12,Julius Novachrono,Wizard King Peak,19.94,0.0
1586,Hashirama Senju,Sage Mode / War Arc,29.59,Zeldris,3rd Demon Mark,57.8,0.0
1587,Ryomen Sukuna,True Form / Full Power,17.02,Chaos,Primordial Entity,96.0,0.0
1588,Naruto Uzumaki,Baryon Mode,51.38,Itachi Uchiha,Edo Tensei,24.12,1.0
1589,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,Thor,Rune King Thor (Comics),99.25,0.0
1590,Yuno,Spirit of Zephyr / Spirit Dive,29.68,Lucifero,True Form,27.18,0.0
1591,Yuno,Spirit of Zephyr / Spirit Dive,29.68,Kurapika,Yorknew City Arc / Emperor Time,12.12,1.0
1592,Chrollo Lucilfer,Skill Hunter Peak,13.0,Meliodas,True Magic Form,57.8,0.0
1593,Gohan,Beast Form / Super Hero Arc,97.0,Battle Beast,Final Battle Peak (Comics),36.02,0.0
1594,Tomura Shigaraki,Post-Surgery / Complete,25.77,Zeldris,3rd Demon Mark,57.8,0.0
1595,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Merlin,Infinity Active,57.8,0.0
1596,Geto Suguru,Curse Manipulation / Adult,15.12,Supreme Deity,Full Power,51.38,0.0
1597,Satoru Gojo,Shinjuku Showdown Arc,17.02,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
1598,Might Guy,Eight Gates,33.3,Isaac Netero,Zero Hand Active,17.02,1.0
1599,Cell,Perfect Form,51.38,Asta,Perfect Devil Union / Zetten,31.33,1.0
