index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
1434,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Thragg,Post-Timeskip (Comics),36.02,0.0
1435,Star and Stripe,New Order Active,24.12,Asta,Perfect Devil Union / Zetten,31.33,0.0
1436,Sasuke Uchiha,New Era / Susano'o,34.7,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
1437,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Escanor,The One Ultimate,57.8,1.0
1438,Shoto Todoroki,Flashfreeze Heatwave,23.04,Gowther,Emotions Restored,51.38,0.0
1439,Naruto Uzumaki,Baryon Mode,51.38,Invincible,Post-Resurrections (Comics),36.02,0.0
1440,Megumi Fushiguro,Mahoraga,15.12,Diane,Post-Training / Gideon,51.38,0.0
1441,Sasuke Uchiha,New Era / Susano'o,34.7,All For One,Rewind Drug / Omni-Factor,24.12,1.0
1442,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Zeldris,3rd Demon Mark,57.8,1.0
1443,Escanor,The One Ultimate,57.8,Battle Beast,Final Battle Peak (Comics),36.02,0.0
1444,Satoru Gojo,Shinjuku Showdown Arc,17.02,Thragg,Post-Timeskip (Comics),36.02,0.0
1445,Naruto Uzumaki,Baryon Mode,51.38,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,0.0
1446,Mahito,True form,12.12,Invincible,Post-Resurrections (Comics),36.02,0.0
1447,Minato Namikaze,Edo Tensei,27.18,Allen the Alien,Second Evolution (Comics),32.9,0.0
1448,Asta,Perfect Devil Union / Zetten,31.33,King,Full Wings / Form One,57.8,0.0
1449,Star and Stripe,New Order Active,24.12,King,Full Wings / Form One,57.8,0.0
1450,Isaac Netero,Zero Hand Active,17.02,Zeldris,3rd Demon Mark,57.8,0.0
1451,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Might Guy,Eight Gates,33.3,1.0
1452,Obito Uchiha,Jubi Jinchuriki,31.33,Piccolo,Orange Form / Super Hero Arc,97.0,0.0
1453,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Killua Zoldyck,Godspeed,13.0,1.0
1454,Muzan,True Form,16.92,Killua Zoldyck,Godspeed,13.0,1.0
1455,Toji Fushiguro,Peak Form,15.12,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,0.0
1456,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Asta,Perfect Devil Union / Zetten,31.33,1.0
1457,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Allen the Alien,Second Evolution (Comics),32.9,1.0
1458,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Atom Eve,Second Resurrection (Comics),31.33,1.0
1459,Toji Fushiguro,Peak Form,15.12,Chaos,Primordial Entity,96.0,0.0
1460,Meruem,Post-Rose / Great King,18.12,Homelander,V1 (Comics),8.17,1.0
1461,Tomura Shigaraki,Post-Surgery / Complete,25.77,Atom Eve,Second Resurrection (Comics),31.33,0.0
1462,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Tomura Shigaraki,Post-Surgery / Complete,25.77,1.0
1463,Invincible,Post-Resurrections (Comics),36.02,Homelander,V1 (Comics),8.17,1.0
1464,Goku,MUI (Perfected Ultra Instinct),97.0,Feitan Portor,Pain Packer,13.0,1.0
1465,All For One,Rewind Drug / Omni-Factor,24.12,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,0.0
1466,Sasuke Uchiha,New Era / Susano'o,34.7,Hisoka Morow,Ryu and Ko,13.0,1.0
1467,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Thragg,Post-Timeskip (Comics),36.02,0.0
1468,Naruto Uzumaki,Baryon Mode,51.38,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
1469,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Gon Freecss,Ryu and Ko,13.0,0.0
1470,Obito Uchiha,Jubi Jinchuriki,31.33,Tomura Shigaraki,Post-Surgery / Complete,25.77,1.0
1471,Obito Uchiha,Jubi Jinchuriki,31.33,Frieza,Black Frieza Form,97.0,0.0
1472,Mahito,True form,12.12,Ban,Post-Purgatory with Snatch,57.8,0.0
1473,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Estarossa,Post-Commandment Absorption,51.38,0.0
1474,Yuno,Spirit of Zephyr / Spirit Dive,29.68,Feitan Portor,Pain Packer,13.0,1.0
1475,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Chaos,Primordial Entity,96.0,1.0
1476,Chaos,Primordial Entity,96.0,Atom Eve,Second Resurrection (Comics),31.33,1.0
1477,Zeldris,3rd Demon Mark,57.8,Invincible,Post-Resurrections (Comics),36.02,0.0
1478,Goku,MUI (Perfected Ultra Instinct),97.0,Diane,Post-Training / Gideon,51.38,1.0
1479,Yami Sukehiro,Death Thrust / Final War,27.18,Supreme Deity,Full Power,51.38,0.0
1480,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,Yami Sukehiro,Death Thrust / Final War,27.18,0.0
1481,Goku,MUI (Perfected Ultra Instinct),97.0,Meruem,Post-Rose / Great King,18.12,1.0
1482,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Julius Novachrono,Wizard King Peak,19.94,1.0
1483,Minato Namikaze,Edo Tensei,27.18,Homelander,V1 (Comics),8.17,1.0
1484,Star and Stripe,New Order Active,24.12,Krillin,Super Hero Arc / Destructo Disc,97.0,0.0
1485,Diane,Post-Training / Gideon,51.38,Thragg,Post-Timeskip (Comics),36.02,0.0
1486,Might Guy,Eight Gates,33.3,Meruem,Post-Rose / Great King,18.12,0.0
1487,Thragg,Post-Timeskip (Comics),36.02,Hulk,Devil Hulk (Comics),94.5,0.0
1488,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,King,Full Wings / Form One,57.8,0.0
1489,Killua Zoldyck,Godspeed,13.0,Ban,Post-Purgatory with Snatch,57.8,0.0
1490,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Meruem,Post-Rose / Great King,18.12,0.0
1491,Krillin,Super Hero Arc / Destructo Disc,97.0,Asta,Perfect Devil Union / Zetten,31.33,0.0
1492,Satoru Gojo,Shinjuku Showdown Arc,17.02,Megumi Fushiguro,Mahoraga,15.12,1.0
1493,Diane,Post-Training / Gideon,51.38,Thor,Rune King Thor (Comics),99.25,0.0
1494,Might Guy,Eight Gates,33.3,Shoto Todoroki,Flashfreeze Heatwave,23.04,1.0
1495,Geto Suguru,Curse Manipulation / Adult,15.12,Hashirama Senju,Sage Mode / War Arc,29.59,0.0
1496,Megumi Fushiguro,Mahoraga,15.12,Zeldris,3rd Demon Mark,57.8,0.0
1497,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Yami Sukehiro,Death Thrust / Final War,27.18,1.0
1498,Ryomen Sukuna,True Form / Full Power,17.02,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,0.0
1499,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Kurapika,Yorknew City Arc / Emperor Time,12.12,1.0
