index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
151,Feitan Portor,Pain Packer,13.0,Battle Beast,Final Battle Peak (Comics),36.02,0.0
152,Sasuke Uchiha,New Era / Susano'o,34.7,Might Guy,Eight Gates,33.3,0.0
153,All Might,Prime,27.18,Yami Sukehiro,Death Thrust / Final War,27.18,0.0
154,All For One,Rewind Drug / Omni-Factor,24.12,Invincible,Post-Resurrections (Comics),36.02,0.0
155,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Supreme Deity,Full Power,51.38,0.0
156,Meruem,Post-Rose / Great King,18.12,Estarossa,Post-Commandment Absorption,51.38,1.0
157,Frieza,Black Frieza Form,97.0,Gon Freecss,Ryu and Ko,13.0,1.0
158,Hashirama Senju,Sage Mode / War Arc,29.59,Piccolo,Orange Form / Super Hero Arc,97.0,0.0
159,Isaac Netero,Zero Hand Active,17.02,Battle Beast,Final Battle Peak (Comics),36.02,0.0
160,Nanami Kento,Shibuya Incident Peak,12.12,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,0.0
161,Ban,Post-Purgatory with Snatch,57.8,Hulk,Devil Hulk (Comics),94.5,0.0
162,Tomura Shigaraki,Post-Surgery / Complete,25.77,Diane,Post-Training / Gideon,51.38,0.0
163,Nanami Kento,Shibuya Incident Peak,12.12,Diane,Post-Training / Gideon,51.38,0.0
164,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Killua Zoldyck,Godspeed,13.0,1.0
165,Ryomen Sukuna,True Form / Full Power,17.02,Obito Uchiha,Jubi Jinchuriki,31.33,0.0
166,All Might,Prime,27.18,Gowther,Emotions Restored,51.38,0.0
167,Might Guy,Eight Gates,33.3,Frieza,Black Frieza Form,97.0,0.0
168,Gohan,Beast Form / Super Hero Arc,97.0,Zeldris,3rd Demon Mark,57.8,1.0
169,Isaac Netero,Zero Hand Active,17.02,Hulk,Devil Hulk (Comics),94.5,0.0
170,Geto Suguru,Curse Manipulation / Adult,15.12,Zeldris,3rd Demon Mark,57.8,0.0
171,Asta,Perfect Devil Union / Zetten,31.33,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,1.0
172,Hashirama Senju,Sage Mode / War Arc,29.59,Thor,Rune King Thor (Comics),99.25,0.0
173,Star and Stripe,New Order Active,24.12,Gowther,Emotions Restored,51.38,0.0
174,All For One,Rewind Drug / Omni-Factor,24.12,Star and Stripe,New Order Active,24.12,0.0
175,Star and Stripe,New Order Active,24.12,Chaos,Primordial Entity,96.0,0.0
176,Chaos,Primordial Entity,96.0,Omni-Man,Final Battle Peak (Comics),31.33,0.0
177,Gohan,Beast Form / Super Hero Arc,97.0,Invincible,Post-Resurrections (Comics),36.02,1.0
178,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Hulk,Devil Hulk (Comics),94.5,0.0
179,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Allen the Alien,Second Evolution (Comics),32.9,0.0
180,Itachi Uchiha,Edo Tensei,24.12,Omni-Man,Final Battle Peak (Comics),31.33,0.0
181,Adult Gon,Adult Form,17.02,King,Full Wings / Form One,57.8,0.0
182,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,Julius Novachrono,Wizard King Peak,19.94,0.0
183,Ryomen Sukuna,True Form / Full Power,17.02,All For One,Rewind Drug / Omni-Factor,24.12,1.0
184,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Kurapika,Yorknew City Arc / Emperor Time,12.12,1.0
185,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Diane,Post-Training / Gideon,51.38,1.0
186,Mahito,True form,12.12,Muzan,True Form,16.92,0.0
187,Krillin,Super Hero Arc / Destructo Disc,97.0,Zeldris,3rd Demon Mark,57.8,0.0
188,Chrollo Lucilfer,Skill Hunter Peak,13.0,Diane,Post-Training / Gideon,51.38,0.0
189,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Cell,Perfect Form,51.38,0.0
190,Naruto Uzumaki,Baryon Mode,51.38,Isaac Netero,Zero Hand Active,17.02,1.0
191,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,All For One,Rewind Drug / Omni-Factor,24.12,1.0
192,Mahito,True form,12.12,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,0.0
193,Cell,Perfect Form,51.38,Isaac Netero,Zero Hand Active,17.02,1.0
194,Hashirama Senju,Sage Mode / War Arc,29.59,Meruem,Post-Rose / Great King,18.12,0.0
195,Megumi Fushiguro,Mahoraga,15.12,Tomura Shigaraki,Post-Surgery / Complete,25.77,0.0
196,Muzan,True Form,16.92,Invincible,Post-Resurrections (Comics),36.02,0.0
197,Star and Stripe,New Order Active,24.12,Thragg,Post-Timeskip (Comics),36.02,0.0
198,Goku,MUI (Perfected Ultra Instinct),97.0,Frieza,Black Frieza Form,97.0,1.0
199,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Gon Freecss,Ryu and Ko,13.0,1.0
