index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
1666,Tomura Shigaraki,Post-Surgery / Complete,25.77,Gon Freecss,Ryu and Ko,13.0,1.0
1667,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Asta,Perfect Devil Union / Zetten,31.33,1.0
1668,Gowther,Emotions Restored,51.38,Hulk,Devil Hulk (Comics),94.5,0.0
1669,Atom Eve,Second Resurrection (Comics),31.33,Hulk,Devil Hulk (Comics),94.5,0.0
1670,Mahito,True form,12.12,Yami Sukehiro,Death Thrust / Final War,27.18,0.0
1671,Geto Suguru,Curse Manipulation / Adult,15.12,Feitan Portor,Pain Packer,13.0,0.0
1672,Piccolo,Orange Form / Super Hero Arc,97.0,Merlin,Infinity Active,57.8,0.0
1673,Itachi Uchiha,Edo Tensei,24.12,King,Full Wings / Form One,57.8,0.0
1674,Megumi Fushiguro,Mahoraga,15.12,Might Guy,Eight Gates,33.3,0.0
1675,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Gohan,Beast Form / Super Hero Arc,97.0,0.0
1676,Killua Zoldyck,Godspeed,13.0,Chaos,Primordial Entity,96.0,0.0
1677,Geto Suguru,Curse Manipulation / Adult,15.12,Diane,Post-Training / Gideon,51.38,0.0
1678,Hashirama Senju,Sage Mode / War Arc,29.59,Chaos,Primordial Entity,96.0,0.0
1679,Toji Fushiguro,Peak Form,15.12,Star and Stripe,New Order Active,24.12,0.0
1680,Itachi Uchiha,Edo Tensei,24.12,Diane,Post-Training / Gideon,51.38,0.0
1681,Minato Namikaze,Edo Tensei,27.18,Frieza,Black Frieza Form,97.0,0.0
1682,Obito Uchiha,Jubi Jinchuriki,31.33,Merlin,Infinity Active,57.8,0.0
1683,Gon Freecss,Ryu and Ko,13.0,Killua Zoldyck,Godspeed,13.0,1.0
1684,Piccolo,Orange Form / Super Hero Arc,97.0,Hisoka Morow,Ryu and Ko,13.0,1.0
1685,Piccolo,Orange Form / Super Hero Arc,97.0,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
1686,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,1.0
1687,Mahito,True form,12.12,King,Full Wings / Form One,57.8,0.0
1688,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
1689,Toji Fushiguro,Peak Form,15.12,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,0.0
1690,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
1691,Obito Uchiha,Jubi Jinchuriki,31.33,Killua Zoldyck,Godspeed,13.0,1.0
1692,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Escanor,The One Ultimate,57.8,0.0
1693,Megumi Fushiguro,Mahoraga,15.12,Lucifero,True Form,27.18,0.0
1694,Star and Stripe,New Order Active,24.12,Goku,MUI (Perfected Ultra Instinct),97.0,0.0
1695,Obito Uchiha,Jubi Jinchuriki,31.33,Battle Beast,Final Battle Peak (Comics),36.02,0.0
1696,Gon Freecss,Ryu and Ko,13.0,Meliodas,True Magic Form,57.8,0.0
1697,Piccolo,Orange Form / Super Hero Arc,97.0,Zeldris,3rd Demon Mark,57.8,1.0
1698,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Estarossa,Post-Commandment Absorption,51.38,0.0
1699,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Yuno,Spirit of Zephyr / Spirit Dive,29.68,0.0
