index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
843,Sasuke Uchiha,New Era / Susano'o,34.7,Gohan,Beast Form / Super Hero Arc,97.0,0.0
844,Sasuke Uchiha,New Era / Susano'o,34.7,Gowther,Emotions Restored,51.38,0.0
845,Toji Fushiguro,Peak Form,15.12,Krillin,Super Hero Arc / Destructo Disc,97.0,0.0
846,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Cell,Perfect Form,51.38,0.0
847,All Might,Prime,27.18,Invincible,Post-Resurrections (Comics),36.02,0.0
848,All For One,Rewind Drug / Omni-Factor,24.12,Homelander,V1 (Comics),8.17,1.0
849,Katsuki Bakugo,Cluster / Plus Ultra,23.04,All For One,Rewind Drug / Omni-Factor,24.12,0.0
850,Megumi Fushiguro,Mahoraga,15.12,Hulk,Devil Hulk (Comics),94.5,0.0
851,Asta,Perfect Devil Union / Zetten,31.33,Omni-Man,Final Battle Peak (Comics),31.33,0.0
852,Hashirama Senju,Sage Mode / War Arc,29.59,Goku,MUI (Perfected Ultra Instinct),97.0,0.0
853,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Meruem,Post-Rose / Great King,18.12,1.0
854,Sasuke Uchiha,New Era / Susano'o,34.7,Lucifero,True Form,27.18,0.0
855,Cell,Perfect Form,51.38,Julius Novachrono,Wizard King Peak,19.94,1.0
856,Obito Uchiha,Jubi Jinchuriki,31.33,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
857,Naruto Uzumaki,Baryon Mode,51.38,King,Full Wings / Form One,57.8,1.0
858,Isaac Netero,Zero Hand Active,17.02,Gowther,Emotions Restored,51.38,0.0
859,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Frieza,Black Frieza Form,97.0,0.0
860,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Meliodas,True Magic Form,57.8,1.0
861,Sasuke Uchiha,New Era / Susano'o,34.7,Julius Novachrono,Wizard King Peak,19.94,0.0
862,Kurapika,Yorknew City Arc / Emperor Time,12.12,Meruem,Post-Rose / Great King,18.12,0.0
863,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Yuno,Spirit of Zephyr / Spirit Dive,29.68,0.0
864,All Might,Prime,27.18,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,0.0
865,Julius Novachrono,Wizard King Peak,19.94,Diane,Post-Training / Gideon,51.38,0.0
866,Asta,Perfect Devil Union / Zetten,31.33,Meruem,Post-Rose / Great King,18.12,0.0
867,Megumi Fushiguro,Mahoraga,15.12,Meruem,Post-Rose / Great King,18.12,0.0
868,Asta,Perfect Devil Union / Zetten,31.33,Adult Gon,Adult Form,17.02,1.0
869,Geto Suguru,Curse Manipulation / Adult,15.12,Homelander,V1 (Comics),8.17,1.0
870,Gohan,Beast Form / Super Hero Arc,97.0,Future Trunks,Sword of Hope / Zamasu Fight,97.0,1.0
871,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Killua Zoldyck,Godspeed,13.0,1.0
872,Might Guy,Eight Gates,33.3,Gohan,Beast Form / Super Hero Arc,97.0,0.0
873,Cell,Perfect Form,51.38,Meruem,Post-Rose / Great King,18.12,0.0
874,Megumi Fushiguro,Mahoraga,15.12,Gowther,Emotions Restored,51.38,0.0
875,Itachi Uchiha,Edo Tensei,24.12,Hulk,Devil Hulk (Comics),94.5,0.0
876,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,All Might,Prime,27.18,1.0
877,Isaac Netero,Zero Hand Active,17.02,King,Full Wings / Form One,57.8,0.0
878,Naruto Uzumaki,Baryon Mode,51.38,Shoto Todoroki,Flashfreeze Heatwave,23.04,1.0
879,Yami Sukehiro,Death Thrust / Final War,27.18,Ban,Post-Purgatory with Snatch,57.8,0.0
880,Cell,Perfect Form,51.38,Allen the Alien,Second Evolution (Comics),32.9,1.0
881,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Killua Zoldyck,Godspeed,13.0,1.0
882,Gon Freecss,Ryu and Ko,13.0,Homelander,V1 (Comics),8.17,0.0
883,Geto Suguru,Curse Manipulation / Adult,15.12,Frieza,Black Frieza Form,97.0,0.0
884,Invincible,Post-Resurrections (Comics),36.02,Atom Eve,Second Resurrection (Comics),31.33,1.0
885,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,Shoto Todoroki,Flashfreeze Heatwave,23.04,1.0
886,All Might,Prime,27.18,Isaac Netero,Zero Hand Active,17.02,0.0
887,Killua Zoldyck,Godspeed,13.0,King,Full Wings / Form One,57.8,0.0
888,Muzan,True Form,16.92,Frieza,Black Frieza Form,97.0,0.0
889,Might Guy,Eight Gates,33.3,Lucifero,True Form,27.18,0.0
890,Gohan,Beast Form / Super Hero Arc,97.0,Kurapika,Yorknew City Arc / Emperor Time,12.12,1.0
891,Muzan,True Form,16.92,Estarossa,Post-Commandment Absorption,51.38,0.0
892,Asta,Perfect Devil Union / Zetten,31.33,Homelander,V1 (Comics),8.17,1.0
893,Megumi Fushiguro,Mahoraga,15.12,Hisoka Morow,Ryu and Ko,13.0,1.0
894,Nanami Kento,Shibuya Incident Peak,12.12,Homelander,V1 (Comics),8.17,0.0
895,All For One,Rewind Drug / Omni-Factor,24.12,Atom Eve,Second Resurrection (Comics),31.33,0.0
896,All For One,Rewind Drug / Omni-Factor,24.12,Hulk,Devil Hulk (Comics),94.5,0.0
897,Future Trunks,Sword of Hope / Zamasu Fight,97.0,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,1.0
898,Mahito,True form,12.12,Shoto Todoroki,Flashfreeze Heatwave,23.04,1.0
899,Itachi Uchiha,Edo Tensei,24.12,Julius Novachrono,Wizard King Peak,19.94,0.0
